532010926218,94,foggy
532010926318,101,sunny
532010926418,107,sunny
532010926518,113,foggy
532010926618,118,sunny
532010926718,120,foggy
532010926818,128,sunny
532010926918,124,sunny
5320110018,63,raining
532011027118,49,raining
532011027218,58,sunny
532011027318,62,sunny
532011027418,75,sunny
532011027518,81,raining
532011027618,93,raining
532011027718,95,foggy
532011027818,105,raining
532011027918,106,foggy
532011028018,94,foggy
532011028118,106,foggy
532011028218,108,raining
532011028318,118,raining
532011028418,123,sunny
532011028518,136,sunny
532011028618,148,raining
532011028718,162,foggy
532011028818,176,sunny
532011028918,166,raining
532011029018,171,foggy
532011029118,161,sunny
532011029218,173,raining
532011029318,169,foggy
532011029418,171,raining
532011029518,160,sunny
532011029618,149,raining
532011029718,135,raining
532011029818,145,foggy
532011029918,149,foggy
5320111018,40,foggy
532011130118,50,raining
532011130218,60,foggy
532011130318,61,raining
532011130418,61,raining
532011130518,61,raining
532011130618,58,foggy
532011130718,52,foggy
532011130818,51,foggy
532011130918,56,foggy
532011131018,49,foggy
532011131118,55,foggy
532011131218,67,sunny
532011131318,62,foggy
532011131418,61,raining
532011131518,69,raining
532011131618,64,foggy
532011131718,53,foggy
532011131818,60,raining
532011131918,60,sunny
532011132018,70,sunny
532011132118,71,sunny
532011132218,82,sunny
532011132318,84,raining
532011132418,83,foggy
532011132518,75,sunny
532011132618,64,sunny
532011132718,67,sunny
532011132818,69,foggy
532011132918,78,foggy
5320112018,38,raining
532011233118,46,foggy
532011233218,48,foggy
532011233318,50,foggy
532011233418,61,sunny
532011233518,72,foggy
532011233618,72,foggy
532011233718,63,foggy
532011233818,58,raining
532011233918,65,raining
532011234018,67,raining
532011234118,66,sunny
532011234218,68,sunny
532011234318,77,sunny
532011234418,74,raining
532011234518,75,sunny
532011234618,66,sunny
532011234718,57,raining
532011234818,60,foggy
532011234918,68,raining
532011235018,78,foggy
532011235118,86,raining
532011235218,90,sunny
532011235318,97,sunny
532011235418,89,raining
532011235518,99,raining
532011235618,101,foggy
532011235718,108,sunny
532011235818,105,sunny
532011235918,113,sunny
532011236018,108,sunny
532011236118,108,raining
532011236218,118,foggy
532011236318,116,raining
532011236418,119,foggy
1000101018,26,sunny
1000101118,13,sunny
1000101218,26,snowing
1000101318,18,foggy
1000101418,29,snowing
1000101518,40,raining
1000101618,45,raining
1000101718,44,sunny
1000101818,55,foggy
1000101918,60,sunny
10001011018,53,sunny
10001011118,49,foggy
10001011218,52,raining
10001011318,59,foggy
10001011418,72,foggy
10001011518,72,foggy
10001011618,72,foggy
10001011718,81,foggy
10001011818,81,sunny
10001011918,88,raining
10001012018,96,sunny
10001012118,93,raining
10001012218,102,foggy
10001012318,97,foggy
10001012418,99,foggy
10001012518,104,raining
10001012618,117,sunny
10001012718,112,foggy
10001012818,124,sunny
10001012918,113,sunny
1000102018,28,snowing
10001023118,36,foggy
10001023218,42,raining
10001023318,46,sunny
10001023418,54,foggy
10001023518,67,raining
10001023618,72,raining
10001023718,75,raining
10001023818,85,foggy
10001023918,83,sunny
10001024018,85,sunny
10001024118,91,raining
10001024218,104,raining
10001024318,108,foggy
10001024418,96,raining
10001024518,83,foggy
10001024618,86,sunny
10001024718,81,sunny
10001024818,80,foggy
10001024918,83,foggy
10001025018,86,foggy
10001025118,76,raining
10001025218,72,sunny
10001025318,70,raining
10001025418,70,sunny
10001025518,72,sunny
10001025618,75,sunny
10001025718,78,foggy
10001025818,78,sunny
10001025918,91,raining
1000103018,30,snowing
10001036118,39,raining
10001036218,39,sunny
10001036318,32,raining
10001036418,43,sunny
10001036518,44,foggy
10001036618,50,raining
10001036718,61,foggy
10001036818,54,foggy
10001036918,66,raining
10001037018,71,foggy
10001037118,82,foggy
10001037218,86,foggy
10001037318,95,raining
10001037418,98,raining
10001037518,109,raining
10001037618,118,raining
10001037718,108,raining
10001037818,109,foggy
10001037918,112,raining
10001038018,124,sunny
10001038118,128,raining
10001038218,133,raining
10001038318,145,foggy
10001038418,135,sunny
10001038518,131,sunny
10001038618,140,sunny
10001038718,142,sunny
10001038818,153,raining
10001038918,160,foggy
1000104018,39,foggy
10001049118,25,foggy
10001049218,31,snowing
10001049318,30,snowing
10001049418,43,raining
10001049518,57,raining
10001049618,65,sunny
10001049718,58,foggy
10001049818,52,raining
10001049918,55,foggy
100010410018,44,foggy
100010410118,47,foggy
100010410218,55,sunny
100010410318,50,foggy
100010410418,63,foggy
100010410518,59,sunny
100010410618,57,raining
100010410718,49,raining
100010410818,55,sunny
100010410918,65,sunny
100010411018,60,sunny
100010411118,72,raining
100010411218,72,raining
100010411318,73,sunny
100010411418,77,sunny
100010411518,92,sunny
100010411618,105,sunny
100010411718,118,raining
100010411818,109,foggy
100010411918,111,foggy
1000105018,63,raining
100010512118,46,foggy
100010512218,41,sunny
100010512318,43,raining
100010512418,59,foggy
100010512518,54,raining
100010512618,50,raining
100010512718,56,raining
100010512818,47,sunny
100010512918,39,sunny
100010513018,55,sunny
100010513118,58,foggy
100010513218,63,foggy
100010513318,76,raining
100010513418,83,raining
100010513518,98,foggy
100010513618,113,raining
100010513718,98,foggy
100010513818,105,raining
100010513918,117,raining
100010514018,101,foggy
100010514118,96,sunny
100010514218,105,foggy
100010514318,118,raining
100010514418,106,foggy
100010514518,119,raining
100010514618,127,sunny
100010514718,122,sunny
100010514818,119,foggy
100010514918,128,raining
1000106018,62,raining
100010615118,59,sunny
100010615218,61,foggy
100010615318,62,foggy
100010615418,75,raining
100010615518,78,sunny
100010615618,84,raining
100010615718,81,sunny
100010615818,89,raining
100010615918,100,sunny
100010616018,105,raining
100010616118,121,foggy
100010616218,135,raining
100010616318,124,sunny
100010616418,130,foggy
100010616518,134,sunny
100010616618,143,raining
100010616718,136,sunny
100010616818,122,sunny
100010616918,125,sunny
100010617018,137,sunny
100010617118,145,foggy
100010617218,131,raining
100010617318,132,sunny
100010617418,133,raining
100010617518,133,foggy
100010617618,139,raining
100010617718,149,foggy
100010617818,145,foggy
100010617918,147,foggy
1000107018,74,sunny
100010718118,65,raining
100010718218,69,foggy
100010718318,65,sunny
100010718418,63,raining
100010718518,66,foggy
100010718618,57,sunny
100010718718,63,raining
100010718818,53,raining
100010718918,42,foggy
100010719018,40,foggy
100010719118,46,raining
100010719218,55,raining
100010719318,64,sunny
100010719418,69,sunny
100010719518,67,raining
100010719618,80,raining
100010719718,66,sunny
100010719818,59,sunny
100010719918,67,foggy
100010720018,77,sunny
100010720118,84,foggy
100010720218,98,raining
100010720318,96,raining
100010720418,101,foggy
100010720518,102,foggy
100010720618,104,raining
100010720718,118,foggy
100010720818,124,raining
100010720918,123,foggy
1000108018,74,foggy
100010821118,87,sunny
100010821218,86,sunny
100010821318,96,foggy
100010821418,98,foggy
100010821518,100,foggy
100010821618,107,sunny
100010821718,119,raining
100010821818,105,raining
100010821918,92,sunny
100010822018,99,raining
100010822118,105,sunny
100010822218,109,foggy
100010822318,117,raining
100010822418,130,raining
100010822518,124,foggy
100010822618,112,raining
100010822718,106,foggy
100010822818,95,raining
100010822918,96,raining
100010823018,109,foggy
100010823118,117,raining
100010823218,127,raining
100010823318,125,raining
100010823418,133,foggy
100010823518,120,raining
100010823618,128,foggy
100010823718,134,raining
100010823818,139,raining
100010823918,143,foggy
1000109018,71,sunny
100010924118,83,foggy
100010924218,77,sunny
100010924318,80,sunny
100010924418,88,foggy
100010924518,97,raining
100010924618,107,sunny
100010924718,119,raining
100010924818,116,raining
100010924918,121,sunny
100010925018,119,foggy
100010925118,126,sunny
100010925218,128,foggy
100010925318,117,sunny
100010925418,103,sunny
100010925518,92,raining
100010925618,99,raining
100010925718,105,sunny
100010925818,115,raining
100010925918,125,sunny
100010926018,115,sunny
100010926118,115,raining
100010926218,119,sunny
100010926318,132,raining
100010926418,129,raining
100010926518,139,raining
100010926618,149,foggy
100010926718,159,foggy
100010926818,169,sunny
100010926918,173,raining
1000110018,59,foggy
100011027118,58,raining
100011027218,72,foggy
100011027318,85,raining
100011027418,85,raining
100011027518,97,sunny
100011027618,93,sunny
100011027718,82,foggy
100011027818,85,sunny
100011027918,96,raining
100011028018,96,sunny
100011028118,105,raining
100011028218,113,foggy
100011028318,125,foggy
100011028418,132,raining
100011028518,141,raining
100011028618,136,raining
100011028718,141,sunny
100011028818,155,sunny
100011028918,155,raining
100011029018,147,raining
100011029118,142,sunny
100011029218,137,foggy
100011029318,150,foggy
100011029418,157,sunny
100011029518,165,sunny
100011029618,176,foggy
100011029718,166,raining
100011029818,160,raining
100011029918,152,raining
1000111018,50,sunny
100011130118,51,foggy
100011130218,52,sunny
100011130318,62,foggy
100011130418,55,sunny
100011130518,45,foggy
100011130618,36,sunny
100011130718,28,snowing
100011130818,29,snowing
100011130918,39,raining
100011131018,45,raining
100011131118,40,foggy
100011131218,48,raining
100011131318,39,foggy
100011131418,48,sunny
100011131518,46,raining
100011131618,35,raining
100011131718,36,raining
100011131818,35,sunny
100011131918,47,sunny
100011132018,56,raining
100011132118,67,raining
100011132218,79,raining
100011132318,79,raining
100011132418,86,raining
100011132518,87,sunny
100011132618,78,raining
100011132718,83,sunny
100011132818,89,raining
100011132918,88,sunny
1000112018,36,sunny
100011233118,46,sunny
100011233218,37,foggy
100011233318,40,raining
100011233418,34,raining
100011233518,41,sunny
100011233618,46,foggy
100011233718,47,foggy
100011233818,47,sunny
100011233918,53,foggy
100011234018,44,raining
100011234118,52,raining
100011234218,62,sunny
100011234318,66,raining
100011234418,63,foggy
100011234518,71,foggy
100011234618,77,sunny
100011234718,77,raining
100011234818,86,sunny
100011234918,80,sunny
100011235018,84,foggy
100011235118,78,foggy
100011235218,81,raining
100011235318,90,sunny
100011235418,87,foggy
100011235518,92,foggy
100011235618,97,foggy
100011235718,101,raining
100011235818,109,sunny
100011235918,117,raining
100011236018,127,sunny
100011236118,137,foggy
100011236218,147,foggy
100011236318,142,sunny
100011236418,148,raining
4812701018,31,snowing
4812701118,25,foggy
4812701218,28,foggy
4812701318,31,sunny
4812701418,24,snowing
4812701518,17,snowing
4812701618,31,sunny
4812701718,37,raining
4812701818,40,foggy
4812701918,47,raining
48127011018,50,raining
48127011118,56,foggy
48127011218,48,sunny
48127011318,59,raining
48127011418,57,raining
48127011518,61,foggy
48127011618,74,raining
48127011718,82,foggy
48127011818,72,raining
48127011918,69,foggy
48127012018,72,raining
48127012118,81,raining
48127012218,70,raining
48127012318,65,sunny
48127012418,78,foggy
48127012518,78,sunny
48127012618,79,foggy
48127012718,84,raining
48127012818,89,sunny
48127012918,79,raining
4812702018,16,sunny
48127023118,27,foggy
48127023218,38,foggy
48127023318,50,foggy
48127023418,38,raining
48127023518,25,snowing
48127023618,31,sunny
48127023718,23,sunny
48127023818,36,foggy
48127023918,43,foggy
48127024018,55,foggy
48127024118,56,foggy
48127024218,61,foggy
48127024318,54,sunny
48127024418,62,raining
48127024518,59,sunny
48127024618,51,foggy
48127024718,53,foggy
48127024818,57,raining
48127024918,65,raining
48127025018,76,raining
48127025118,84,sunny
48127025218,96,sunny
48127025318,109,raining
48127025418,121,sunny
48127025518,126,foggy
48127025618,128,sunny
48127025718,126,sunny
48127025818,114,foggy
48127025918,114,raining
4812703018,23,sunny
48127036118,35,foggy
48127036218,31,sunny
48127036318,19,sunny
48127036418,24,sunny
48127036518,37,sunny
48127036618,28,foggy
48127036718,32,raining
48127036818,22,snowing
48127036918,28,snowing
48127037018,23,sunny
48127037118,23,snowing
48127037218,11,foggy
48127037318,15,sunny
48127037418,17,snowing
48127037518,6,sunny
48127037618,11,snowing
48127037718,24,foggy
48127037818,15,sunny
48127037918,23,sunny
48127038018,33,foggy
48127038118,30,snowing
48127038218,32,sunny
48127038318,33,foggy
48127038418,23,snowing
48127038518,14,sunny
48127038618,5,snowing
48127038718,5,snowing
48127038818,-2,foggy
48127038918,-3,foggy
4812704018,57,raining
48127049118,50,sunny
48127049218,63,sunny
48127049318,48,sunny
48127049418,37,raining
48127049518,50,foggy
48127049618,57,foggy
48127049718,62,sunny
48127049818,72,sunny
48127049918,60,raining
481270410018,52,sunny
481270410118,66,sunny
481270410218,75,sunny
481270410318,63,foggy
481270410418,69,foggy
481270410518,72,foggy
481270410618,84,foggy
481270410718,88,sunny
481270410818,93,sunny
481270410918,98,foggy
481270411018,92,foggy
481270411118,83,sunny
481270411218,88,foggy
481270411318,90,raining
481270411418,95,sunny
481270411518,107,sunny
481270411618,108,sunny
481270411718,114,sunny
481270411818,123,sunny
481270411918,131,foggy
4812705018,60,sunny
481270512118,63,foggy
481270512218,72,foggy
481270512318,88,raining
481270512418,90,sunny
481270512518,80,raining
481270512618,84,foggy
481270512718,75,sunny
481270512818,84,foggy
481270512918,90,raining
481270513018,78,foggy
481270513118,91,foggy
481270513218,78,raining
481270513318,85,raining
481270513418,93,sunny
481270513518,107,sunny
481270513618,105,sunny
481270513718,97,foggy
481270513818,106,raining
481270513918,100,sunny
481270514018,95,foggy
481270514118,103,sunny
481270514218,95,sunny
481270514318,85,foggy
481270514418,77,sunny
481270514518,88,raining
481270514618,91,sunny
481270514718,92,raining
481270514818,102,raining
481270514918,109,sunny
4812706018,75,raining
481270615118,61,foggy
481270615218,69,raining
481270615318,77,foggy
481270615418,67,foggy
481270615518,55,sunny
481270615618,65,sunny
481270615718,68,foggy
481270615818,52,foggy
481270615918,66,raining
481270616018,70,sunny
481270616118,78,sunny
481270616218,70,foggy
481270616318,74,raining
481270616418,76,foggy
481270616518,70,sunny
481270616618,76,sunny
481270616718,90,foggy
481270616818,92,sunny
481270616918,97,sunny
481270617018,88,sunny
481270617118,100,raining
481270617218,87,raining
481270617318,89,sunny
481270617418,82,sunny
481270617518,76,foggy
481270617618,67,foggy
481270617718,70,foggy
481270617818,85,sunny
481270617918,82,raining
4812707018,84,sunny
481270718118,97,sunny
481270718218,97,raining
481270718318,84,raining
481270718418,97,sunny
481270718518,91,sunny
481270718618,106,sunny
481270718718,106,foggy
481270718818,105,foggy
481270718918,102,raining
481270719018,112,sunny
481270719118,123,sunny
481270719218,135,foggy
481270719318,146,foggy
481270719418,151,raining
481270719518,141,raining
481270719618,127,raining
481270719718,134,sunny
481270719818,141,sunny
481270719918,134,raining
481270720018,129,raining
481270720118,134,sunny
481270720218,141,foggy
481270720318,130,sunny
481270720418,124,raining
481270720518,137,raining
481270720618,123,sunny
481270720718,113,raining
481270720818,114,foggy
481270720918,102,sunny
4812708018,79,foggy
481270821118,71,sunny
481270821218,74,raining
481270821318,73,sunny
481270821418,81,raining
481270821518,70,sunny
481270821618,67,sunny
481270821718,73,sunny
481270821818,87,sunny
481270821918,100,sunny
481270822018,101,raining
481270822118,110,raining
481270822218,106,sunny
481270822318,119,sunny
481270822418,120,foggy
481270822518,122,foggy
481270822618,116,sunny
481270822718,126,foggy
481270822818,140,foggy
481270822918,140,sunny
481270823018,150,sunny
481270823118,161,sunny
481270823218,173,foggy
481270823318,161,sunny
481270823418,170,raining
481270823518,176,sunny
481270823618,172,raining
481270823718,174,foggy
481270823818,180,raining
481270823918,170,sunny
4812709018,67,foggy
481270924118,74,raining
481270924218,89,foggy
481270924318,89,sunny
481270924418,93,foggy
481270924518,81,foggy
481270924618,72,raining
481270924718,73,raining
481270924818,80,foggy
481270924918,68,sunny
481270925018,77,sunny
481270925118,89,foggy
481270925218,85,raining
481270925318,86,sunny
481270925418,78,foggy
481270925518,85,raining
481270925618,76,sunny
481270925718,76,foggy
481270925818,65,raining
481270925918,53,foggy
481270926018,57,raining
481270926118,70,sunny
481270926218,60,foggy
481270926318,64,foggy
481270926418,71,sunny
481270926518,63,raining
481270926618,66,sunny
481270926718,81,raining
481270926818,84,raining
481270926918,98,foggy
4812710018,59,foggy
481271027118,72,sunny
481271027218,82,raining
481271027318,85,raining
481271027418,86,foggy
481271027518,84,raining
481271027618,89,raining
481271027718,101,foggy
481271027818,107,sunny
481271027918,99,raining
481271028018,106,raining
481271028118,107,sunny
481271028218,96,sunny
481271028318,92,sunny
481271028418,93,raining
481271028518,99,raining
481271028618,96,foggy
481271028718,103,raining
481271028818,90,raining
481271028918,99,sunny
481271029018,104,foggy
481271029118,110,foggy
481271029218,124,sunny
481271029318,134,raining
481271029418,142,sunny
481271029518,152,raining
481271029618,158,raining
481271029718,162,raining
481271029818,167,foggy
481271029918,159,sunny
4812711018,31,snowing
481271130118,36,sunny
481271130218,34,foggy
481271130318,34,sunny
481271130418,41,foggy
481271130518,49,foggy
481271130618,49,foggy
481271130718,54,foggy
481271130818,56,sunny
481271130918,59,sunny
481271131018,49,sunny
481271131118,46,raining
481271131218,47,foggy
481271131318,48,sunny
481271131418,57,sunny
481271131518,63,foggy
481271131618,71,sunny
481271131718,61,sunny
481271131818,70,sunny
481271131918,74,sunny
481271132018,66,raining
481271132118,61,sunny
481271132218,49,foggy
481271132318,56,raining
481271132418,57,foggy
481271132518,46,sunny
481271132618,37,sunny
481271132718,45,sunny
481271132818,42,raining
481271132918,51,sunny
4812712018,20,sunny
481271233118,29,foggy
481271233218,24,snowing
481271233318,14,foggy
481271233418,13,snowing
481271233518,13,foggy
481271233618,21,snowing
481271233718,28,snowing
481271233818,28,foggy
481271233918,31,sunny
481271234018,29,foggy
481271234118,39,raining
481271234218,48,sunny
481271234318,39,sunny
481271234418,51,raining
481271234518,41,raining
481271234618,52,sunny
481271234718,63,raining
481271234818,64,foggy
481271234918,73,raining
481271235018,64,raining
481271235118,73,foggy
481271235218,72,sunny
481271235318,68,foggy
481271235418,78,foggy
481271235518,74,sunny
481271235618,81,raining
481271235718,72,sunny
481271235818,66,foggy
481271235918,55,raining
481271236018,66,sunny
481271236118,71,raining
481271236218,71,raining
481271236318,82,raining
481271236418,81,raining
